product_id,category,price,material,color,rating,stock_quantity,date_added,year,quarter,month,weekday,week_number,cost,profit_margin,potential_revenue,potential_profit,price_per_rating,stock_value
FUR0243,Chair,2709.868068784862,Plastic,Black,3.3,60.0,2023-07-06,2023,3,7,Thursday,27,1354.934034392431,50.0,162592.08412709172,81296.04206354586,821.1721420560187,162592.08412709172
FUR0244,Desk,724.3615766345972,Glass,Beige,3.1,96.0,2023-07-09,2023,3,7,Sunday,27,362.1807883172986,50.0,69538.71135692133,34769.35567846066,233.6650247208378,69538.71135692133
FUR0245,Sofa,503.3121601074181,Fabric,Brown,2.3,33.0,2023-08-04,2023,3,8,Friday,31,276.82168805908,44.99999999999999,16609.301283544795,7474.185577595158,218.83137395974703,16609.301283544795
FUR0246,Bookshelf,250.6399782290053,Glass,White,2.2,53.0,2023-05-13,2023,2,5,Saturday,19,112.78799020305239,54.99999999999999,13283.918846137281,7306.155365375504,113.92726283136604,13283.918846137281
FUR0247,Chair,429.5219138315151,Plastic,Beige,3.2,33.0,2023-12-20,2023,4,12,Wednesday,51,214.76095691575756,50.0,14174.223156439999,7087.1115782199995,134.22559807234848,14174.223156439999
FUR0248,Table,579.1360179686678,Wood,Blue,3.8,32.0,2023-04-23,2023,2,4,Sunday,16,318.52480988276733,44.99999999999999,18532.35257499737,8339.558658748816,152.4042152549126,18532.35257499737
FUR0249,Table,744.6762515669369,Metal,Beige,1.1,85.0,2023-04-05,2023,2,4,Wednesday,14,409.57193836181534,44.99999999999999,63297.48138318964,28483.866622435333,676.9784105153972,63297.48138318964
FUR0250,Wardrobe,429.9497939464717,Fabric,Black,4.7,50.0,2023-03-23,2023,1,3,Thursday,12,236.47238667055944,44.99999999999999,21497.489697323585,9673.870363795611,91.47867956307908,21497.489697323585
FUR0251,Dining Set,1494.874071237306,Fabric,Blue,3.0,56.0,2023-02-25,2023,1,2,Saturday,8,822.1807391805183,44.99999999999999,83712.94798928914,37670.82659518011,498.291357079102,83712.94798928914
FUR0252,Dining Set,1563.3562931508025,Glass,White,2.0,28.0,2023-03-28,2023,1,3,Tuesday,13,859.8459612329415,44.99999999999999,43773.97620822247,19698.28929370011,781.6781465754012,43773.97620822247
FUR0253,Bookshelf,1198.0660569224412,Fabric,Black,1.3,43.0,2023-10-04,2023,4,10,Wednesday,40,539.1297256150986,55.00000000000001,51516.840447664974,28334.262246215738,921.589274555724,51516.840447664974
FUR0254,Sofa,249.85213371726488,Plastic,Beige,1.7,51.5,2023-09-10,2023,3,9,Sunday,36,137.4186735444957,44.99999999999999,12867.384886439142,5790.323198897612,146.97184336309698,12867.384886439142
FUR0255,Table,1624.4026991306637,Plastic,Black,3.2,30.0,2023-08-07,2023,3,8,Monday,32,893.4214845218651,44.99999999999999,48732.08097391991,21929.436438263958,507.6258434783324,48732.08097391991
FUR0256,Desk,2982.7155287102164,Metal,Black,1.7,32.0,2023-07-03,2023,3,7,Monday,27,1491.3577643551082,50.0,95446.89691872692,47723.44845936346,1754.5385463001273,95446.89691872692
FUR0257,Desk,1387.6491020205924,Glass,Black,3.2,59.0,2023-09-16,2023,3,9,Saturday,37,693.8245510102962,50.0,81871.29701921495,40935.648509607476,433.6403443814351,81871.29701921495
FUR0258,Desk,776.6408520108369,Fabric,Black,2.8,22.0,2023-02-17,2023,1,2,Friday,7,388.3204260054184,50.0,17086.09874423841,8543.049372119205,277.3717328610132,17086.09874423841
FUR0259,Desk,2000.643162604405,Wood,Brown,2.2,24.0,2023-02-23,2023,1,2,Thursday,8,1000.3215813022025,50.0,48015.43590250572,24007.71795125286,909.3832557292749,48015.43590250572
FUR0260,Table,2003.2274613105967,Wood,White,2.9,72.0,2023-10-28,2023,4,10,Saturday,43,1101.7751037208284,44.99999999999999,144232.37721436296,64904.56974646332,690.7680901071024,144232.37721436296
FUR0261,Chair,531.759895121497,Plastic,White,1.3,26.0,2023-08-10,2023,3,8,Thursday,32,265.8799475607485,50.0,13825.757273158923,6912.878636579461,409.04607317038233,13825.757273158923
FUR0262,Bookshelf,808.3068519382219,Fabric,Gray,4.2,80.0,2023-06-15,2023,2,6,Thursday,24,363.73808337219987,55.00000000000001,64664.54815505775,35565.50148528177,192.45401236624332,64664.54815505775
FUR0263,Dining Set,275.55543451757296,Glass,Blue,3.1,83.0,2023-01-23,2023,1,1,Monday,4,151.55548898466515,44.99999999999999,22871.101064958555,10291.99547923135,88.88884984437837,22871.101064958555
FUR0264,Sofa,3207.1712077379143,Wood,Black,2.5,82.0,2023-09-11,2023,3,9,Monday,37,1763.944164255853,45.0,262988.039034509,118344.61756552903,1282.8684830951656,262988.039034509
FUR0265,Bed,67.11624531019687,Plastic,Beige,3.6,3.0,2023-04-25,2023,2,4,Tuesday,17,40.269747186118124,40.0,201.34873593059064,80.53949437223625,18.643401475054688,201.34873593059064
FUR0266,Desk,1179.9866253288096,Wood,Blue,4.7,18.0,2023-09-16,2023,3,9,Saturday,37,589.9933126644048,50.0,21239.759255918572,10619.879627959286,251.06098411251267,21239.759255918572
FUR0267,Wardrobe,670.7000755749035,Glass,White,2.6,65.0,2023-01-05,2023,1,1,Thursday,1,368.88504156619695,44.99999999999999,43595.50491236873,19617.977210565925,257.96156752880904,43595.50491236873
FUR0268,Wardrobe,260.7137274249951,Glass,Gray,4.1,52.0,2023-09-13,2023,3,9,Wednesday,37,143.39255008374732,44.99999999999999,13557.113826099747,6100.701221744885,63.588714006096374,13557.113826099747
FUR0269,Dining Set,2167.3850782832687,Metal,Black,4.3,47.0,2023-04-16,2023,2,4,Sunday,15,1192.0617930557978,45.0,101867.09867931363,45840.19440569113,504.0430414612253,101867.09867931363
FUR0270,Wardrobe,1104.9044527906642,Fabric,Gray,2.7,68.0,2023-12-16,2023,4,12,Saturday,50,607.6974490348654,44.99999999999999,75133.50278976516,33810.07625539432,409.22387140394966,75133.50278976516
FUR0271,Table,2665.0660407701725,Plastic,Blue,3.3,56.0,2023-12-11,2023,4,12,Monday,50,1465.786322423595,44.99999999999999,149243.69828312966,67159.66422740834,807.5957699303553,149243.69828312966
FUR0272,Dining Set,3192.563008000824,Metal,Gray,3.5,97.0,2023-12-06,2023,4,12,Wednesday,49,1755.9096544004533,45.0,309678.6117760799,139355.37529923598,912.1608594288069,309678.6117760799
FUR0273,Wardrobe,816.4302249256829,Glass,Brown,3.6,86.0,2023-08-18,2023,3,8,Friday,33,449.0366237091256,44.99999999999999,70212.99934360872,31595.849704623924,226.78617359046746,70212.99934360872
FUR0274,Sofa,511.0053410473095,Metal,Blue,3.5,88.0,2023-08-11,2023,3,8,Friday,32,281.05293757602027,44.99999999999999,44968.470012163234,20235.81150547345,146.001526013517,44968.470012163234
FUR0275,Sofa,488.07435246566274,Fabric,Blue,3.1,57.0,2023-05-19,2023,2,5,Friday,20,268.44089385611454,44.99999999999999,27820.238090542778,12519.107140744247,157.4433395050525,27820.238090542778
FUR0276,Dining Set,2828.8826101067766,Glass,Brown,2.9,21.0,2023-04-13,2023,2,4,Thursday,15,1555.8854355587273,44.99999999999999,59406.53481224231,26732.940665509035,975.476762105785,59406.53481224231
FUR0277,Chair,455.946353608564,Glass,Gray,3.7,19.0,2023-04-22,2023,2,4,Saturday,16,227.973176804282,50.0,8662.980718562716,4331.490359281358,123.2287442185308,8662.980718562716
FUR0278,Table,2105.3880987303264,Glass,Gray,1.3,13.0,2023-07-07,2023,3,7,Friday,27,1157.9634543016796,44.99999999999999,27370.045283494244,12316.52037757241,1619.5293067156356,27370.045283494244
FUR0279,Dining Set,523.7364299374398,Plastic,Blue,2.9,76.0,2023-04-20,2023,2,4,Thursday,16,288.0550364655919,44.99999999999999,39803.96867524542,17911.785903860437,180.59876894394475,39803.96867524542
FUR0280,Sofa,1641.4298246718342,Fabric,White,1.1,37.0,2023-04-18,2023,2,4,Tuesday,16,902.7864035695089,44.99999999999999,60732.90351285787,27329.806580786037,1492.208931519849,60732.90351285787
FUR0281,Sofa,1621.6523574518228,Wood,Black,2.1,73.0,2023-08-07,2023,3,8,Monday,32,891.9087965985026,44.99999999999999,118380.62209398307,53271.27994229238,772.2154083103918,118380.62209398307
FUR0282,Bed,1998.0388121852136,Glass,Brown,1.6,48.0,2023-05-26,2023,2,5,Friday,21,1198.823287311128,40.0,95905.86298489025,38362.345193956106,1248.7742576157584,95905.86298489025
FUR0283,Table,1104.3020619977046,Fabric,Gray,4.4,93.0,2023-07-04,2023,3,7,Tuesday,27,607.3661340987376,44.99999999999999,102700.09176578654,46215.041294603936,250.97774136311466,102700.09176578654
FUR0284,Table,351.5975718666274,Wood,Blue,2.9,66.0,2023-04-22,2023,2,4,Saturday,16,193.37866452664508,44.99999999999999,23205.439743197407,10442.447884438832,121.24054202297496,23205.439743197407
FUR0285,Desk,80.79868505140635,Fabric,Brown,2.0,64.0,2023-10-10,2023,4,10,Tuesday,41,40.399342525703176,50.0,5171.1158432900065,2585.5579216450033,40.399342525703176,5171.1158432900065
FUR0286,Chair,136.94592504280826,Glass,Black,3.7,61.0,2023-09-21,2023,3,9,Thursday,38,68.47296252140413,50.0,8353.701427611304,4176.850713805652,37.01241217373196,8353.701427611304
FUR0287,Wardrobe,185.39802521119725,Plastic,Black,3.3,28.0,2023-09-19,2023,3,9,Tuesday,38,101.9689138661585,44.99999999999999,5191.144705913523,2336.015117661085,56.181219760968865,5191.144705913523
FUR0288,Desk,1136.021425247737,Wood,Beige,1.8,71.0,2023-09-25,2023,3,9,Monday,39,568.0107126238685,50.0,80657.52119258932,40328.76059629466,631.1230140265205,80657.52119258932
FUR0289,Bookshelf,499.16892711920815,Fabric,White,1.3,46.0,2023-01-15,2023,1,1,Sunday,2,224.62601720364367,54.99999999999999,22961.770647483576,12628.973856115965,383.97609778400624,22961.770647483576
FUR0290,Desk,1182.3674118124954,Glass,White,3.9,38.0,2023-07-07,2023,3,7,Friday,27,591.1837059062477,50.0,44929.96164887483,22464.980824437414,303.1711312339732,44929.96164887483
FUR0291,Table,2845.2318003170067,Metal,White,1.9,23.0,2023-10-13,2023,4,10,Friday,41,1564.8774901743539,44.99999999999999,65440.33140729115,29448.149133281015,1497.4904212194772,65440.33140729115
FUR0292,Table,500.9711565924365,Metal,Blue,2.0,48.0,2023-12-10,2023,4,12,Sunday,49,275.5341361258401,44.99999999999999,24046.615516436952,10820.976982396627,250.48557829621825,24046.615516436952
FUR0293,Desk,91.55312287374642,Metal,Brown,2.5,24.0,2023-12-22,2023,4,12,Friday,51,45.77656143687321,50.0,2197.274948969914,1098.637474484957,36.62124914949857,2197.274948969914
FUR0294,Desk,1004.0881441169104,Wood,Blue,5.0,41.0,2023-04-05,2023,2,4,Wednesday,14,502.0440720584552,50.0,41167.613908793326,20583.806954396663,200.81762882338208,41167.613908793326
FUR0295,Wardrobe,3541.293044813555,Wood,Blue,3.3,49.0,2023-11-15,2023,4,11,Wednesday,46,1947.7111746474552,45.0,173523.35919586418,78085.51163813888,1073.119104488956,173523.35919586418
FUR0296,Bookshelf,2528.9694916606345,Metal,Blue,3.3,15.0,2023-11-01,2023,4,11,Wednesday,44,1138.0362712472856,54.99999999999999,37934.54237490952,20863.998306200232,766.3543914123135,37934.54237490952
FUR0297,Sofa,2717.6301648891413,Plastic,Gray,4.3,60.0,2023-03-12,2023,1,3,Sunday,10,1494.6965906890277,44.99999999999999,163057.8098933485,73376.01445200681,632.007015090498,163057.8098933485
FUR0298,Bookshelf,305.7339129032496,Fabric,Beige,1.1,97.0,2023-02-16,2023,1,2,Thursday,7,137.58026080646232,54.99999999999999,29656.189551615207,16310.904253388364,277.93992082113596,29656.189551615207
FUR0299,Sofa,2469.0579203183543,Wood,Black,2.3,51.5,2023-12-17,2023,4,12,Sunday,50,1357.981856175095,44.99999999999999,127156.48289639525,57220.41730337786,1073.503443616676,127156.48289639525
FUR0300,Chair,1107.1529397108443,Metal,Beige,2.4,94.0,2023-06-28,2023,2,6,Wednesday,26,553.5764698554221,50.0,104072.37633281936,52036.18816640968,461.3137248795185,104072.37633281936
FUR0301,Wardrobe,727.1686088685439,Plastic,Brown,4.7,4.0,2023-03-26,2023,1,3,Sunday,12,399.94273487769914,44.99999999999999,2908.6744354741754,1308.9034959633789,154.71672529117953,2908.6744354741754
FUR0302,Wardrobe,549.8187562760746,Glass,Gray,1.4,24.0,2023-10-06,2023,4,10,Friday,40,302.4003159518411,44.99999999999999,13195.650150625792,5938.042567781605,392.727683054339,13195.650150625792
FUR0303,Chair,406.7278666852304,Metal,Black,2.3,74.0,2023-06-28,2023,2,6,Wednesday,26,203.3639333426152,50.0,30097.86213470705,15048.931067353526,176.83820290662194,30097.86213470705
FUR0304,Table,505.3246296022832,Metal,Gray,2.5,59.0,2023-07-22,2023,3,7,Saturday,29,277.92854628125576,45.0,29814.15314653471,13416.368915940619,202.1298518409133,29814.15314653471
FUR0305,Chair,3361.8432453551604,Wood,Brown,4.2,5.0,2023-11-25,2023,4,11,Saturday,47,1680.9216226775802,50.0,16809.216226775803,8404.608113387902,800.4388679417049,16809.216226775803
FUR0306,Table,1820.152326262211,Fabric,Beige,2.9,75.0,2023-11-13,2023,4,11,Monday,46,1001.0837794442161,44.99999999999999,136511.42446966583,61430.141011349624,627.638733193866,136511.42446966583
FUR0307,Dining Set,887.6646701360555,Fabric,White,2.9,28.0,2023-08-06,2023,3,8,Sunday,31,488.21556857483057,44.99999999999999,24854.610763809556,11184.5748437143,306.0912655641571,24854.610763809556
FUR0308,Dining Set,3019.656531613827,Wood,White,2.9,3.0,2023-01-04,2023,1,1,Wednesday,1,1660.811092387605,45.0,9058.969594841481,4076.536317678667,1041.2608729702852,9058.969594841481
FUR0309,Dining Set,3478.178132742076,Plastic,Blue,4.9,99.0,2023-02-14,2023,1,2,Tuesday,7,1912.9979730081418,44.99999999999999,344339.6351414655,154952.83581365948,709.8322719881787,344339.6351414655
FUR0310,Chair,2841.657692297914,Metal,Blue,2.6,84.0,2023-07-21,2023,3,7,Friday,29,1420.828846148957,50.0,238699.24615302475,119349.62307651238,1092.9452662684284,238699.24615302475
FUR0311,Sofa,509.9188280518519,Metal,Gray,4.2,93.0,2023-02-20,2023,1,2,Monday,8,280.45535542851854,45.0,47422.45100882223,21340.102953970003,121.40924477425045,47422.45100882223
FUR0312,Dining Set,1720.0256492754163,Wood,Brown,4.3,50.0,2023-11-25,2023,4,11,Saturday,47,946.014107101479,44.99999999999999,86001.28246377081,38700.57710869687,400.00596494777125,86001.28246377081
FUR0313,Desk,1340.7485353216075,Fabric,Black,2.7,59.0,2023-01-22,2023,1,1,Sunday,3,670.3742676608038,50.0,79104.16358397485,39552.081791987424,496.57353160059535,79104.16358397485
FUR0314,Table,247.1107119473187,Plastic,Black,1.4,92.0,2023-12-25,2023,4,12,Monday,52,135.9108915710253,44.99999999999999,22734.18549915332,10230.383474618991,176.50765139094193,22734.18549915332
FUR0315,Bookshelf,1256.599307589553,Glass,Beige,4.0,36.0,2023-12-14,2023,4,12,Thursday,50,565.469688415299,54.99999999999999,45237.57507322391,24880.666290273148,314.14982689738827,45237.57507322391
FUR0316,Wardrobe,2482.5975154253547,Glass,Beige,3.9,24.0,2023-05-26,2023,2,5,Friday,21,1365.428633483945,45.0,59582.34037020851,26812.053166593832,636.5634654936807,59582.34037020851
FUR0317,Table,729.6431530320612,Wood,White,1.9,52.0,2023-05-24,2023,2,5,Wednesday,21,401.30373416763365,44.99999999999999,37941.44395766718,17073.64978095023,384.0227121221375,37941.44395766718
FUR0318,Table,1117.9381439623894,Glass,Gray,4.2,4.0,2023-04-11,2023,2,4,Tuesday,15,614.8659791793142,44.99999999999999,4471.752575849558,2012.2886591323008,266.17574856247364,4471.752575849558
FUR0319,Table,2298.123300808361,Plastic,Gray,4.1,1.0,2023-12-19,2023,4,12,Tuesday,51,1263.9678154445985,45.0,2298.123300808361,1034.1554853637624,560.5178782459417,2298.123300808361
FUR0320,Table,1855.692275337663,Glass,Gray,2.2,31.0,2023-05-10,2023,2,5,Wednesday,19,1020.6307514357147,44.99999999999999,57526.46053546755,25886.907240960394,843.4964887898467,57526.46053546755
FUR0321,Bed,455.0860358315312,Metal,Beige,4.9,52.0,2023-06-05,2023,2,6,Monday,23,273.05162149891873,40.0,23664.473863239622,9465.78954529585,92.8747011901084,23664.473863239622
FUR0322,Dining Set,364.6335272332914,Plastic,Blue,2.2,44.0,2023-01-13,2023,1,1,Friday,2,200.54843997831028,44.99999999999999,16043.875198264821,7219.743839219168,165.7425123787688,16043.875198264821
FUR0323,Wardrobe,830.2963854014095,Plastic,Brown,2.0,52.0,2023-06-25,2023,2,6,Sunday,25,456.66301197077524,44.99999999999999,43175.41204087329,19428.93541839298,415.1481927007047,43175.41204087329
FUR0324,Chair,3070.377735658655,Glass,White,2.9,96.0,2023-09-05,2023,3,9,Tuesday,36,1535.1888678293276,50.0,294756.2626232309,147378.13131161546,1058.7509433305709,294756.2626232309
FUR0325,Chair,2102.456472051164,Fabric,Gray,5.0,17.0,2023-09-13,2023,3,9,Wednesday,37,1051.228236025582,50.0,35741.760024869785,17870.880012434893,420.4912944102328,35741.760024869785
FUR0326,Sofa,905.588784998274,Metal,Brown,1.5,44.0,2023-12-08,2023,4,12,Friday,49,498.0738317490508,44.99999999999999,39845.90653992406,17930.657942965823,603.7258566655161,39845.90653992406
FUR0327,Table,326.40828657498395,Wood,Black,3.3,77.0,2023-08-27,2023,3,8,Sunday,34,179.5245576162412,44.99999999999999,25133.438066273764,11310.047129823191,98.91160199241938,25133.438066273764
FUR0328,Wardrobe,394.3726086333288,Wood,Beige,2.0,77.0,2023-03-27,2023,1,3,Monday,13,216.90493474833087,44.99999999999999,30366.69086476632,13665.010889144842,197.1863043166644,30366.69086476632
FUR0329,Wardrobe,538.2599906603725,Plastic,Gray,4.7,52.0,2023-12-27,2023,4,12,Wednesday,52,296.0429948632049,44.99999999999999,27989.519514339372,12595.283781452716,114.52340226816436,27989.519514339372
FUR0330,Desk,1335.3730883404403,Fabric,Black,4.6,24.0,2023-08-05,2023,3,8,Saturday,31,667.6865441702201,50.0,32048.954120170565,16024.477060085283,290.2984974653131,32048.954120170565
FUR0331,Bed,238.29845813468293,Fabric,Blue,2.6,52.0,2023-05-26,2023,2,5,Friday,21,142.97907488080975,40.0,12391.519823003513,4956.607929201406,91.6532531287242,12391.519823003513
FUR0332,Desk,257.13030835255154,Glass,White,3.0,56.0,2023-11-11,2023,4,11,Saturday,45,128.56515417627577,50.0,14399.297267742886,7199.648633871443,85.71010278418385,14399.297267742886
FUR0333,Chair,1436.5391107859953,Fabric,Black,2.6,18.0,2023-08-25,2023,3,8,Friday,34,718.2695553929976,50.0,25857.703994147916,12928.851997073958,552.5150426099982,25857.703994147916
FUR0334,Desk,199.460471158479,Metal,Brown,2.7,23.0,2023-08-01,2023,3,8,Tuesday,31,99.7302355792395,50.0,4587.590836645018,2293.795418322509,73.87424857721444,4587.590836645018
FUR0335,Chair,1758.6328484572214,Plastic,Beige,3.4,89.0,2023-04-22,2023,2,4,Saturday,16,879.3164242286107,50.0,156518.3235126927,78259.16175634635,517.2449554285945,156518.3235126927
FUR0336,Bed,186.24306806282223,Plastic,Beige,2.4,37.0,2023-07-17,2023,3,7,Monday,29,111.74584083769334,40.0,6890.993518324422,2756.397407329769,77.60127835950927,6890.993518324422
FUR0337,Wardrobe,697.1590211196005,Plastic,Gray,2.0,14.0,2023-05-19,2023,2,5,Friday,20,383.4374616157803,45.0,9760.226295674407,4392.1018330534835,348.57951055980027,9760.226295674407
FUR0338,Chair,374.7197324942237,Metal,White,2.1,0.0,2023-05-02,2023,2,5,Tuesday,18,187.35986624711185,50.0,0.0,0.0,178.43796785439224,0.0
FUR0339,Dining Set,3326.966608524589,Wood,Brown,3.4,87.0,2023-02-18,2023,1,2,Saturday,7,1829.831634688524,45.0,289446.0949416392,130250.74272373765,978.5195907425262,289446.0949416392
FUR0340,Bookshelf,2072.451774593342,Metal,Gray,2.0,37.0,2023-09-12,2023,3,9,Tuesday,37,932.603298567004,55.00000000000001,76680.71565995365,42174.39361297451,1036.225887296671,76680.71565995365
FUR0341,Chair,2637.0518918420685,Metal,Brown,3.2,80.0,2023-03-28,2023,1,3,Tuesday,13,1318.5259459210342,50.0,210964.15134736546,105482.07567368273,824.0787162006463,210964.15134736546
FUR0342,Sofa,3431.544215066735,Metal,Gray,4.6,85.0,2023-02-22,2023,1,2,Wednesday,8,1887.3493182867044,44.99999999999999,291681.2582806725,131256.5662263026,745.9878728405946,291681.2582806725
FUR0343,Bookshelf,1447.212652372591,Metal,Gray,4.3,87.0,2023-06-04,2023,2,6,Sunday,22,651.245693567666,55.00000000000001,125907.50075641542,69249.12541602849,336.5610819471142,125907.50075641542
FUR0344,Desk,725.4401513686976,Wood,Blue,3.0,84.0,2023-09-03,2023,3,9,Sunday,35,362.7200756843488,50.0,60936.972714970594,30468.486357485297,241.81338378956585,60936.972714970594
FUR0345,Wardrobe,1295.9447450156883,Glass,Beige,3.3,51.0,2023-05-12,2023,2,5,Friday,19,712.7696097586287,44.99999999999999,66093.1819958001,29741.93189811004,392.71052879263283,66093.1819958001
FUR0346,Table,1720.7048863181349,Plastic,Beige,2.5,70.0,2023-05-02,2023,2,5,Tuesday,18,946.3876874749742,45.0,120449.34204226945,54202.203919021245,688.2819545272539,120449.34204226945
FUR0347,Desk,185.35951001463755,Glass,Beige,2.3,43.0,2023-04-23,2023,2,4,Sunday,16,92.67975500731878,50.0,7970.458930629415,3985.2294653147073,80.59109131071199,7970.458930629415
FUR0348,Bookshelf,1111.381471039167,Plastic,White,4.8,53.0,2023-03-19,2023,1,3,Sunday,11,500.1216619676252,55.00000000000001,58903.217965075855,32396.76988079172,231.53780646649315,58903.217965075855
FUR0349,Desk,2000.0013767455089,Metal,Brown,3.2,54.0,2023-12-19,2023,4,12,Tuesday,51,1000.0006883727544,50.0,108000.07434425747,54000.03717212874,625.0004302329714,108000.07434425747
FUR0350,Wardrobe,1539.9931527835734,Glass,Beige,3.7,8.0,2023-04-04,2023,2,4,Tuesday,14,846.9962340309654,44.99999999999999,12319.945222268587,5543.9753500208635,416.21436561718195,12319.945222268587
FUR0351,Wardrobe,1864.9725738509665,Plastic,Brown,2.6,36.0,2023-11-04,2023,4,11,Saturday,44,1025.7349156180317,44.99999999999999,67139.01265863479,30212.55569638565,717.2971437888332,67139.01265863479
FUR0352,Table,978.9833262225552,Wood,Blue,2.3,7.0,2023-05-28,2023,2,5,Sunday,21,538.4408294224054,44.99999999999999,6852.883283557887,3083.7974776010487,425.64492444458926,6852.883283557887
FUR0353,Table,1551.1649811275986,Glass,White,2.5,56.0,2023-05-05,2023,2,5,Friday,18,853.1407396201793,44.99999999999999,86865.23894314552,39089.357524415485,620.4659924510395,86865.23894314552
FUR0354,Desk,1241.9086725581092,Metal,Blue,1.0,18.0,2023-07-23,2023,3,7,Sunday,29,620.9543362790546,50.0,22354.356106045965,11177.178053022983,1241.9086725581092,22354.356106045965
FUR0355,Chair,663.5858955759956,Glass,Brown,4.8,48.0,2023-07-18,2023,3,7,Tuesday,29,331.7929477879978,50.0,31852.12298764779,15926.061493823894,138.24706157833242,31852.12298764779
FUR0356,Bookshelf,397.1602045202284,Metal,Brown,2.8499999999999996,33.0,2023-07-08,2023,3,7,Saturday,27,178.7220920341028,54.99999999999999,13106.286749167537,7208.4577120421445,139.35445772639594,13106.286749167537
FUR0357,Bed,1096.2840033702369,Metal,Beige,3.5,25.0,2023-10-19,2023,4,10,Thursday,42,657.7704020221421,40.0,27407.100084255922,10962.840033702369,313.22400096292483,27407.100084255922
FUR0358,Bookshelf,596.0897843587077,Wood,Black,2.4,93.0,2023-11-10,2023,4,11,Friday,45,268.24040296141845,55.00000000000001,55436.34994535981,30489.992469947898,248.37074348279486,55436.34994535981
FUR0359,Table,611.3953808325055,Metal,Beige,2.4,77.0,2023-12-13,2023,4,12,Wednesday,50,336.26745945787803,44.99999999999999,47077.44432410292,21184.849945846312,254.74807534687727,47077.44432410292
FUR0360,Bookshelf,2421.642900139055,Fabric,Brown,3.2,45.0,2023-10-20,2023,4,10,Friday,42,1089.7393050625749,54.99999999999999,108973.93050625749,59935.661778441616,756.7634062934548,108973.93050625749
FUR0361,Chair,2497.936600925394,Metal,Brown,4.6,29.0,2023-04-24,2023,2,4,Monday,17,1248.968300462697,50.0,72440.16142683642,36220.08071341821,543.0296958533465,72440.16142683642
FUR0362,Dining Set,1340.6442022457957,Wood,Gray,2.7,4.0,2023-09-06,2023,3,9,Wednesday,36,737.3543112351877,44.99999999999999,5362.576808983183,2413.159564042432,496.53488972066503,5362.576808983183
FUR0363,Dining Set,135.48738010627318,Plastic,White,4.6,28.0,2023-03-14,2023,1,3,Tuesday,11,74.51805905845025,45.0,3793.6466429756492,1707.140989339042,29.453778283972433,3793.6466429756492
FUR0364,Desk,1979.2330885346896,Wood,Brown,4.7,43.0,2023-10-26,2023,4,10,Thursday,43,989.6165442673448,50.0,85107.02280699165,42553.511403495824,421.11342309248715,85107.02280699165
FUR0365,Dining Set,793.8460667416452,Plastic,Gray,4.8,86.0,2023-12-02,2023,4,12,Saturday,48,436.61533670790493,44.99999999999999,68270.76173978149,30721.842782901665,165.38459723784277,68270.76173978149
FUR0366,Chair,1617.828034156512,Fabric,Blue,4.5,64.0,2023-09-09,2023,3,9,Saturday,36,808.914017078256,50.0,103540.99418601677,51770.49709300839,359.51734092366934,103540.99418601677
FUR0367,Desk,700.8745837376845,Wood,Brown,2.4,46.0,2023-05-02,2023,2,5,Tuesday,18,350.43729186884224,50.0,32240.230851933487,16120.115425966744,292.0310765573685,32240.230851933487
FUR0368,Desk,1255.5969024633418,Metal,White,3.0,74.0,2023-01-20,2023,1,1,Friday,3,627.7984512316709,50.0,92914.1707822873,46457.08539114365,418.53230082111395,92914.1707822873
FUR0369,Desk,762.762311000295,Glass,Brown,1.6,89.0,2023-09-02,2023,3,9,Saturday,35,381.3811555001475,50.0,67885.84567902626,33942.92283951313,476.7264443751843,67885.84567902626
FUR0370,Dining Set,1366.7266447724414,Fabric,Beige,3.3,75.0,2023-08-16,2023,3,8,Wednesday,33,751.6996546248429,44.99999999999999,102504.4983579331,46127.02426106989,414.1595893249823,102504.4983579331
FUR0371,Desk,2595.967275246622,Plastic,Black,3.4,37.0,2023-12-03,2023,4,12,Sunday,48,1297.983637623311,50.0,96050.78918412502,48025.39459206251,763.5197868372419,96050.78918412502
FUR0372,Dining Set,394.5098533745768,Glass,White,3.4,48.0,2023-11-13,2023,4,11,Monday,46,216.98041935601725,44.99999999999999,18936.472961979685,8521.412832890857,116.03230981605199,18936.472961979685
FUR0373,Sofa,1571.8469477891056,Plastic,Brown,3.9,0.0,2023-06-27,2023,2,6,Tuesday,26,864.5158212840081,44.99999999999999,0.0,0.0,403.0376789202835,0.0
FUR0374,Wardrobe,2236.187733907154,Plastic,Blue,4.5,52.0,2023-01-25,2023,1,1,Wednesday,4,1229.9032536489347,45.0,116281.762163172,52326.7929734274,496.93060753492307,116281.762163172
FUR0375,Bed,383.6823997608453,Metal,White,2.2,36.0,2023-10-23,2023,4,10,Monday,43,230.2094398565072,40.0,13812.566391390432,5525.026556556172,174.40109080038422,13812.566391390432
FUR0376,Bookshelf,241.68099683868613,Plastic,White,2.9,22.0,2023-05-17,2023,2,5,Wednesday,20,108.75644857740876,55.00000000000001,5316.981930451095,2924.3400617481025,83.33827477196074,5316.981930451095
FUR0377,Sofa,2017.604257681936,Metal,White,1.8,63.0,2023-11-06,2023,4,11,Monday,45,1109.6823417250648,44.99999999999999,127109.06823396197,57199.080705282875,1120.8912542677422,127109.06823396197
